K..Mandi,K..Tidur,L..Bangunan,Sertifikat,Tipe.Properti,Kota,Price
307,1,1,28,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,450000000
308,2,2,120,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,2350000000
309,2,3,78,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Tangerang Selatan,1950000000
310,1,1,27,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,500000000
311,1,2,82,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,1800000000
312,1,2,38,HGB - Hak Guna Bangunan,Apartemen,Jakarta Utara,650000000
313,2,1,97,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,2400000000
314,3,3,300,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,5300000000
315,2,2,63,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,1200000000
316,1,1,28,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,380000000
317,1,1,70,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,1450000000
318,3,3,140,SHM - Sertifikat Hak Milik,Rumah,Depok,1700000000
319,3,3,200,SHM - Sertifikat Hak Milik,Rumah,Depok,2900000000
320,1,1,22,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,280000000
321,3,3,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,5500000000
322,4,4,135,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,5000000000
323,3,3,196,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1900000000
324,3,3,165,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2200000000
325,1,2,48,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,550000000
326,3,3,83,SHM - Sertifikat Hak Milik,Rumah,Depok,1260000000
327,3,3,120,SHM - Sertifikat Hak Milik,Rumah,Depok,1490000000
328,1,1,30,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,1100000000
329,1,2,94,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,2000000000
330,3,4,155,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2270000000
331,3,4,170,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2900000000
332,4,3,150,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2400000000
333,1,1,33,HGB - Hak Guna Bangunan,Apartemen,Jakarta Timur,285000000
334,2,2,94,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,3100000000
335,2,2,65,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1900000000
336,1,2,35,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,500000000
337,3,4,170,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2690000000
338,1,1,22,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,320000000
339,3,4,125,SHM - Sertifikat Hak Milik,Rumah,Depok,1350000000
340,2,3,60,SHM - Sertifikat Hak Milik,Rumah,Depok,735000000
341,1,1,38,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1400000000
342,3,4,174,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,4500000000
343,2,3,120,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1500000000
344,1,1,24,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,250000000
345,1,2,63,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,2500000000
346,1,1,30,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,260000000
347,3,3,84,SHM - Sertifikat Hak Milik,Rumah,Depok,1590000000
348,1,2,35,HGB - Hak Guna Bangunan,Apartemen,Jakarta Timur,950000000
349,1,1,35,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,535000000
350,1,1,23,SHM - Sertifikat Hak Milik,Apartemen,Depok,535000000
351,1,2,30,HGB - Hak Guna Bangunan,Apartemen,Depok,395000000
352,3,3,200,SHM - Sertifikat Hak Milik,Rumah,Depok,2900000000
353,2,4,110,SHM - Sertifikat Hak Milik,Rumah,Depok,1300000000
354,2,3,90,SHM - Sertifikat Hak Milik,Rumah,Depok,1470000000
355,1,2,46,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,1250000000
356,3,3,130,SHM - Sertifikat Hak Milik,Rumah,Depok,1960000000
357,1,2,42,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,925000000
358,3,3,140,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1490000000
359,3,4,120,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,1650000000
360,2,2,168,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,5500000000
361,1,2,50,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1630000000
362,2,3,110,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1750000000
363,1,1,20,SHM - Sertifikat Hak Milik,Apartemen,Depok,320000000
364,1,2,50,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,700000000
365,1,1,21,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,390000000
366,1,2,34,HGB - Hak Guna Bangunan,Apartemen,Jakarta Timur,495000000
367,1,2,35,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,420000000
368,1,1,22,SHM - Sertifikat Hak Milik,Apartemen,Depok,250000000
369,1,2,33,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,430000000
370,1,1,37,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1500000000
371,2,2,64,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,810000000
372,3,4,146,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2550000000
373,3,3,140,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1490000000
374,3,3,197,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2570000000
375,2,3,60,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,685000000
376,1,1,25,HGB - Hak Guna Bangunan,Apartemen,Depok,395000000
377,1,1,35,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,700000000
378,1,1,22,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,392000000
379,4,4,300,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,4400000000
380,1,2,33,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,395000000
381,3,3,105,SHM - Sertifikat Hak Milik,Rumah,Depok,1250000000
382,4,4,150,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2400000000
383,3,3,197,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2570000000
384,3,4,90,SHM - Sertifikat Hak Milik,Rumah,Depok,1430000000
385,2,2,121,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,2850000000
386,1,2,50,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,1270000000
387,2,3,91,SHM - Sertifikat Hak Milik,Rumah,Depok,2130000000
388,2,3,120,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1430000000
389,3,3,110,SHM - Sertifikat Hak Milik,Rumah,Depok,1340000000
390,1,2,42,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1000000000
391,2,2,40,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,500000000
392,1,2,45,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1350000000
393,1,1,33,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,1500000000
394,2,3,75,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1210000000
395,1,1,41,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,700000000
396,3,3,140,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1490000000
397,1,2,70,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,1300000000
398,1,2,58,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,1650000000
399,1,1,26,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,550000000
400,1,1,46,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,950000000
401,3,3,91,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,2200000000
402,2,3,70,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1550000000
403,3,4,114,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,2500000000
404,1,1,21,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,350000000
405,2,2,99,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,2100000000
406,3,3,100,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1390000000
407,2,3,137,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,3350000000
408,1,1,43,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,740000000
409,1,2,45,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,775000000
410,1,1,90,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,1350000000
411,3,3,100,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,1820000000
412,2,2,65,HGB - Hak Guna Bangunan,Apartemen,Jakarta Barat,1900000000
413,2,3,99,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,2350000000
414,1,1,29,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,750000000
415,2,3,65,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1900000000
416,3,3,140,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,1650000000
417,1,2,42,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1000000000
418,2,2,94,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,3000000000
419,3,3,86,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,970000000
420,2,2,40,SHM - Sertifikat Hak Milik,Rumah,Depok,589000000
421,1,2,34,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,450000000
422,1,1,33,HGB - Hak Guna Bangunan,Apartemen,Depok,525000000
423,4,4,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2620000000
424,1,2,107,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,1890000000
425,1,1,30,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,600000000
426,2,2,110,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,3600000000
427,1,2,110,HGB - Hak Guna Bangunan,Apartemen,Jakarta Utara,2800000000
428,2,3,65,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,800000000
429,2,3,150,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1970000000
430,3,1,120,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1950000000
431,2,3,103,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,3500000000
432,2,3,100,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1900000000
433,2,3,80,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,960000000
434,2,2,159,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,4300000000
435,3,3,142,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,5350000000
436,1,1,21,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,380000000
437,1,2,45,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,729000000
438,1,1,33,HGB - Hak Guna Bangunan,Apartemen,Jakarta Timur,850000000
439,1,1,33,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,1050000000
440,3,3,154,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,4190000000
441,2,3,112,HGB - Hak Guna Bangunan,Apartemen,Jakarta Barat,5000000000
442,1,1,31,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,1100000000
443,1,3,48,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,850000000
444,3,3,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,4200000000
445,1,1,56,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,1700000000
446,3,4,250,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,4800000000
447,2,3,120,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1430000000
448,1,1,30,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,1100000000
449,1,1,24,SHM - Sertifikat Hak Milik,Apartemen,Depok,370000000
450,2,3,91,SHM - Sertifikat Hak Milik,Rumah,Depok,2130000000
451,1,2,36,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,859000000
452,3,4,155,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2300000000
453,1,2,48,HGB - Hak Guna Bangunan,Apartemen,Jakarta Timur,1190000000
454,1,1,32,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,550000000
455,1,2,31,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,320000000
456,1,2,85,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,1420000000
457,3,3,96,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,800000000
458,1,1,65,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,4500000000
459,2,3,70,SHM - Sertifikat Hak Milik,Rumah,Depok,846000000
460,1,1,44,HS - Hak Sewa,Apartemen,Jakarta Utara,265000000
461,2,3,138,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,3900000000
462,2,3,60,SHM - Sertifikat Hak Milik,Rumah,Depok,913000000
463,1,2,36,HGB - Hak Guna Bangunan,Apartemen,Depok,420000000
464,2,3,125,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,2500000000
465,3,4,155,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2270000000
466,1,2,56,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,725000000
467,3,3,89,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,1350000000
468,4,4,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2620000000
469,2,3,83,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,2400000000
470,3,3,145,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2000000000
471,1,2,89,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,5000000000
472,1,2,45,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,658000000
473,1,2,34,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,500000000
474,1,2,63,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1500000000
475,2,3,50,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,415000000
476,4,4,150,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2400000000
477,1,2,50,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,1450000000
478,1,2,34,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,350000000
479,1,1,32,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,400000000
480,2,3,88,SHM - Sertifikat Hak Milik,Rumah,Depok,1610000000
481,1,1,25,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,650000000
482,1,2,40,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,400000000
483,2,3,60,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,780000000
484,1,2,55,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,1450000000
485,1,2,42,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,757000000
486,1,2,34,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,500000000
487,3,4,180,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,3500000000
488,2,2,150,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,5700000000
489,1,1,22,HGB - Hak Guna Bangunan,Apartemen,Jakarta Timur,650000000
490,1,2,36,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,330000000
491,2,3,94,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,850000000
492,4,4,100,SHM - Sertifikat Hak Milik,Rumah,Depok,1540000000
493,1,1,35,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,700000000
494,1,2,73,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,1500000000
495,2,4,181,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,3550000000
496,3,3,66,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Timur,1550000000
497,1,1,21,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,400000000
498,3,4,250,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,3500000000
499,1,1,52,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,1800000000
500,1,1,44,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,800000000
501,1,3,99,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,1850000000
502,1,1,25,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,260000000
503,1,1,31,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,900000000
504,1,1,80,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,4750000000
505,2,3,70,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1700000000
506,1,1,38,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,750000000
507,1,1,24,SHM - Sertifikat Hak Milik,Apartemen,Depok,225000000
508,2,3,100,SHM - Sertifikat Hak Milik,Rumah,Depok,1150000000
509,2,2,87,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,3500000000
510,2,2,63,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1240000000
511,2,2,94,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,2600000000
512,4,4,262,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2500000000
513,1,1,37,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,980000000
514,1,1,25,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,592000000
515,1,1,37,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,800000000
516,1,2,50,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1500000000
517,1,2,30,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,660000000
518,1,1,25,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,499000000
519,1,1,45,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,1550000000
520,3,3,100,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Utara,4500000000
521,2,3,75,SHM - Sertifikat Hak Milik,Rumah,Depok,995000000
522,1,1,25,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,600000000
523,1,1,33,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,950000000
524,2,3,107,HGB - Hak Guna Bangunan,Apartemen,Jakarta Barat,2250000000
525,3,3,94,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2700000000
526,1,1,76,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,3100000000
527,2,3,76,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1290000000
528,1,1,25,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,550000000
529,1,1,32,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,375000000
530,1,1,21,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,300000000
531,1,2,57,HP - Hak Pakai,Apartemen,Jakarta Pusat,950000000
532,2,3,100,SHM - Sertifikat Hak Milik,Rumah,Depok,1150000000
533,1,1,37,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,950000000
534,4,4,160,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1970000000
535,3,4,105,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,1850000000
536,1,1,22,SHM - Sertifikat Hak Milik,Apartemen,Depok,240000000
537,1,1,42,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,1200000000
538,2,3,81,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,3100000000
539,3,3,102,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,1450000000
540,1,2,45,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,800000000
541,1,2,42,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,400000000
542,2,4,110,SHM - Sertifikat Hak Milik,Rumah,Depok,1300000000
543,1,2,30,SHM - Sertifikat Hak Milik,Apartemen,Depok,410000000
544,2,2,40,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,499000000
545,3,2,143,HGB - Hak Guna Bangunan,Apartemen,Jakarta Utara,1900000000
546,2,2,65,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,1800000000
547,1,2,42,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,757000000
548,1,1,42,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,1150000000
549,2,2,36,HGB - Hak Guna Bangunan,Apartemen,Depok,450000000
550,1,1,38,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,1270000000
551,3,3,197,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2570000000
552,2,3,65,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,750000000
553,3,4,210,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,5830000000
554,2,3,90,SHM - Sertifikat Hak Milik,Rumah,Depok,1470000000
555,1,1,24,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,365000000
556,1,2,53,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1290000000
557,1,1,14,HGB - Hak Guna Bangunan,Apartemen,Jakarta Utara,290000000
558,1,1,24,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,250000000
559,1,2,70,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,2500000000
560,1,1,26,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,650000000
561,1,1,33,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,950000000
562,1,1,36,HP - Hak Pakai,Apartemen,Jakarta Pusat,500000000
563,1,2,58,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,1700000000
564,1,1,26,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,450000000
565,2,2,66,HGB - Hak Guna Bangunan,Apartemen,Jakarta Timur,1600000000
566,1,1,32,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,633000000
567,3,3,185,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,3750000000
568,1,2,34,HGB - Hak Guna Bangunan,Apartemen,Jakarta Timur,460000000
569,1,1,108,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,1850000000
570,3,4,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,3200000000
571,1,3,48,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,600000000
572,1,1,23,HGB - Hak Guna Bangunan,Apartemen,Depok,500000000
573,1,1,36,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,648000000
574,3,4,250,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,2650000000
575,1,1,21,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,550000000
576,2,2,80,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,950000000
577,2,3,99,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,2000000000
578,2,3,105,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,1700000000
579,1,2,40,SHM - Sertifikat Hak Milik,Apartemen,Depok,525000000
580,4,4,210,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,3750000000
581,1,2,90,HGB - Hak Guna Bangunan,Apartemen,Jakarta Utara,900000000
582,2,3,75,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,880000000
583,3,4,300,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,5850000000
584,2,3,73,SHM - Sertifikat Hak Milik,Rumah,Depok,1480000000
585,4,4,250,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,3700000000
586,1,1,57,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,900000000
587,1,1,30,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,630000000
588,3,3,121,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,2750000000
589,1,2,43,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,850000000
590,2,3,50,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,600000000
591,1,2,36,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,600000000
592,1,1,23,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,310000000
593,3,3,85,SHM - Sertifikat Hak Milik,Rumah,Depok,1600000000
594,2,2,65,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,950000000
595,1,2,73,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,1400000000
596,1,2,36,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,1900000000
597,3,3,600,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,5800000000
598,2,4,208,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,5000000000
599,2,4,150,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,3500000000
600,1,1,34,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,600000000
601,3,3,100,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1230000000
602,2,4,192,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,2500000000
603,3,3,120,SHM - Sertifikat Hak Milik,Rumah,Depok,1700000000
604,4,4,177,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,5650000000
605,1,1,35,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,600000000
606,2,3,133,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1590000000
607,1,2,58,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,1750000000
608,2,2,113,HGB - Hak Guna Bangunan,Apartemen,Jakarta Barat,2600000000
609,1,2,40,SHM - Sertifikat Hak Milik,Rumah,Depok,908000000
610,2,3,96,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,2100000000
611,1,1,34,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,900000000
612,2,2,109,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,2500000000
613,3,3,135,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,2350000000
614,1,1,26,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,550000000
