kamar_mandi,kamar_tidur,luas_bangunan,sertifikat,tipe_properti,kota,harga
3,3,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,5500000000
4,4,135,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,5000000000
3,3,196,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1900000000
3,3,165,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2200000000
1,2,48,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,550000000
3,3,83,SHM - Sertifikat Hak Milik,Rumah,Depok,1260000000
3,3,120,SHM - Sertifikat Hak Milik,Rumah,Depok,1490000000
1,1,30,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,1100000000
1,2,94,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,2000000000
3,4,155,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2270000000
3,4,170,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2900000000
4,3,150,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2400000000
1,1,33,HGB - Hak Guna Bangunan,Apartemen,Jakarta Timur,285000000
2,2,94,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,3100000000
2,2,65,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1900000000
1,2,35,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,500000000
3,4,170,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2690000000
1,1,22,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,320000000
3,4,125,SHM - Sertifikat Hak Milik,Rumah,Depok,1350000000
2,3,60,SHM - Sertifikat Hak Milik,Rumah,Depok,735000000
1,1,38,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1400000000
3,4,174,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,4500000000
2,3,120,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1500000000
1,1,24,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,250000000
1,2,63,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,2500000000
1,1,30,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,260000000
3,3,84,SHM - Sertifikat Hak Milik,Rumah,Depok,1590000000
1,2,35,HGB - Hak Guna Bangunan,Apartemen,Jakarta Timur,950000000
1,1,35,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,535000000
1,1,23,SHM - Sertifikat Hak Milik,Apartemen,Depok,535000000
1,2,30,HGB - Hak Guna Bangunan,Apartemen,Depok,395000000
3,3,200,SHM - Sertifikat Hak Milik,Rumah,Depok,2900000000
2,4,110,SHM - Sertifikat Hak Milik,Rumah,Depok,1300000000
2,3,90,SHM - Sertifikat Hak Milik,Rumah,Depok,1470000000
1,2,46,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,1250000000
3,3,130,SHM - Sertifikat Hak Milik,Rumah,Depok,1960000000
1,2,42,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,925000000
3,3,140,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1490000000
3,4,120,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,1650000000
2,2,168,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,5500000000
1,2,50,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1630000000
2,3,110,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1750000000
1,1,20,SHM - Sertifikat Hak Milik,Apartemen,Depok,320000000
1,2,50,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,700000000
1,1,21,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,390000000
1,2,34,HGB - Hak Guna Bangunan,Apartemen,Jakarta Timur,495000000
1,2,35,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,420000000
1,1,22,SHM - Sertifikat Hak Milik,Apartemen,Depok,250000000
1,2,33,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,430000000
1,1,37,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1500000000
2,2,64,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,810000000
3,4,146,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2550000000
3,3,140,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1490000000
3,3,197,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2570000000
2,3,60,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,685000000
1,1,25,HGB - Hak Guna Bangunan,Apartemen,Depok,395000000
1,1,35,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,700000000
1,1,22,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,392000000
4,4,300,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,4400000000
1,2,33,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,395000000
3,3,105,SHM - Sertifikat Hak Milik,Rumah,Depok,1250000000
4,4,150,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2400000000
3,3,197,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2570000000
3,4,90,SHM - Sertifikat Hak Milik,Rumah,Depok,1430000000
2,2,121,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,2850000000
1,2,50,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,1270000000
2,3,91,SHM - Sertifikat Hak Milik,Rumah,Depok,2130000000
2,3,120,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1430000000
3,3,110,SHM - Sertifikat Hak Milik,Rumah,Depok,1340000000
1,2,42,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1000000000
2,2,40,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,500000000
1,2,45,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1350000000
1,1,33,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,1500000000
2,3,75,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1210000000
1,1,41,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,700000000
3,3,140,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1490000000
1,2,70,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,1300000000
1,2,58,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,1650000000
1,1,26,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,550000000
1,1,46,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,950000000
3,3,91,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,2200000000
2,3,70,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1550000000
3,4,114,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,2500000000
1,1,21,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,350000000
2,2,99,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,2100000000
3,3,100,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1390000000
2,3,137,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,3350000000
1,1,43,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,740000000
1,2,45,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,775000000
1,1,90,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,1350000000
3,3,100,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,1820000000
2,2,65,HGB - Hak Guna Bangunan,Apartemen,Jakarta Barat,1900000000
2,3,99,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,2350000000
1,1,29,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,750000000
2,3,65,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1900000000
3,3,140,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,1650000000
1,2,42,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1000000000
2,2,94,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,3000000000
3,3,86,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,970000000
2,2,40,SHM - Sertifikat Hak Milik,Rumah,Depok,589000000
1,2,34,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,450000000
1,1,33,HGB - Hak Guna Bangunan,Apartemen,Depok,525000000
4,4,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2620000000
1,2,107,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,1890000000
1,1,30,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,600000000
2,2,110,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,3600000000
1,2,110,HGB - Hak Guna Bangunan,Apartemen,Jakarta Utara,2800000000
2,3,65,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,800000000
2,3,150,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1970000000
3,1,120,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1950000000
2,3,103,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,3500000000
2,3,100,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1900000000
2,3,80,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,960000000
2,2,159,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,4300000000
3,3,142,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,5350000000
1,1,21,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,380000000
1,2,45,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,729000000
1,1,33,HGB - Hak Guna Bangunan,Apartemen,Jakarta Timur,850000000
1,1,33,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,1050000000
3,3,154,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,4190000000
2,3,112,HGB - Hak Guna Bangunan,Apartemen,Jakarta Barat,5000000000
1,1,31,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,1100000000
1,3,48,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,850000000
3,3,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,4200000000
1,1,56,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,1700000000
3,4,250,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,4800000000
2,3,120,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1430000000
1,1,30,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,1100000000
1,1,24,SHM - Sertifikat Hak Milik,Apartemen,Depok,370000000
2,3,91,SHM - Sertifikat Hak Milik,Rumah,Depok,2130000000
1,2,36,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,859000000
3,4,155,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2300000000
1,2,48,HGB - Hak Guna Bangunan,Apartemen,Jakarta Timur,1190000000
1,1,32,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,550000000
1,2,31,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,320000000
1,2,85,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,1420000000
3,3,96,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,800000000
1,1,65,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,4500000000
2,3,70,SHM - Sertifikat Hak Milik,Rumah,Depok,846000000
1,1,44,HS - Hak Sewa,Apartemen,Jakarta Utara,265000000
2,3,138,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,3900000000
2,3,60,SHM - Sertifikat Hak Milik,Rumah,Depok,913000000
1,2,36,HGB - Hak Guna Bangunan,Apartemen,Depok,420000000
2,3,125,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,2500000000
3,4,155,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2270000000
1,2,56,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,725000000
3,3,89,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,1350000000
4,4,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2620000000
2,3,83,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,2400000000
3,3,145,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2000000000
1,2,89,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,5000000000
1,2,45,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,658000000
1,2,34,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,500000000
1,2,63,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1500000000
2,3,50,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,415000000
4,4,150,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2400000000
1,2,50,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,1450000000
1,2,34,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,350000000
1,1,32,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,400000000
2,3,88,SHM - Sertifikat Hak Milik,Rumah,Depok,1610000000
1,1,25,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,650000000
1,2,40,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,400000000
2,3,60,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,780000000
1,2,55,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,1450000000
1,2,42,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,757000000
1,2,34,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,500000000
3,4,180,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,3500000000
2,2,150,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,5700000000
1,1,22,HGB - Hak Guna Bangunan,Apartemen,Jakarta Timur,650000000
1,2,36,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,330000000
2,3,94,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,850000000
4,4,100,SHM - Sertifikat Hak Milik,Rumah,Depok,1540000000
1,1,35,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,700000000
1,2,73,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,1500000000
2,4,181,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,3550000000
3,3,66,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Timur,1550000000
1,1,21,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,400000000
3,4,250,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,3500000000
1,1,52,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,1800000000
1,1,44,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,800000000
1,3,99,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,1850000000
1,1,25,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,260000000
1,1,31,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,900000000
1,1,80,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,4750000000
2,3,70,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1700000000
1,1,38,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,750000000
1,1,24,SHM - Sertifikat Hak Milik,Apartemen,Depok,225000000
2,3,100,SHM - Sertifikat Hak Milik,Rumah,Depok,1150000000
2,2,87,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,3500000000
2,2,63,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1240000000
2,2,94,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,2600000000
4,4,262,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2500000000
1,1,37,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,980000000
1,1,25,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,592000000
1,1,37,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,800000000
1,2,50,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1500000000
1,2,30,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,660000000
1,1,25,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,499000000
1,1,45,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,1550000000
3,3,100,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Utara,4500000000
2,3,75,SHM - Sertifikat Hak Milik,Rumah,Depok,995000000
1,1,25,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,600000000
1,1,33,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,950000000
2,3,107,HGB - Hak Guna Bangunan,Apartemen,Jakarta Barat,2250000000
3,3,94,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2700000000
1,1,76,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,3100000000
2,3,76,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1290000000
1,1,25,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,550000000
1,1,32,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,375000000
1,1,21,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,300000000
1,2,57,HP - Hak Pakai,Apartemen,Jakarta Pusat,950000000
2,3,100,SHM - Sertifikat Hak Milik,Rumah,Depok,1150000000
1,1,37,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,950000000
4,4,160,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1970000000
3,4,105,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,1850000000
1,1,22,SHM - Sertifikat Hak Milik,Apartemen,Depok,240000000
1,1,42,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,1200000000
2,3,81,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,3100000000
3,3,102,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,1450000000
1,2,45,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,800000000
1,2,42,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,400000000
2,4,110,SHM - Sertifikat Hak Milik,Rumah,Depok,1300000000
1,2,30,SHM - Sertifikat Hak Milik,Apartemen,Depok,410000000
2,2,40,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,499000000
3,2,143,HGB - Hak Guna Bangunan,Apartemen,Jakarta Utara,1900000000
2,2,65,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,1800000000
1,2,42,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,757000000
1,1,42,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,1150000000
2,2,36,HGB - Hak Guna Bangunan,Apartemen,Depok,450000000
1,1,38,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,1270000000
3,3,197,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2570000000
2,3,65,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,750000000
3,4,210,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,5830000000
2,3,90,SHM - Sertifikat Hak Milik,Rumah,Depok,1470000000
1,1,24,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,365000000
1,2,53,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1290000000
1,1,14,HGB - Hak Guna Bangunan,Apartemen,Jakarta Utara,290000000
1,1,24,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,250000000
1,2,70,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,2500000000
1,1,26,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,650000000
1,1,33,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,950000000
1,1,36,HP - Hak Pakai,Apartemen,Jakarta Pusat,500000000
1,2,58,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,1700000000
1,1,26,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,450000000
2,2,66,HGB - Hak Guna Bangunan,Apartemen,Jakarta Timur,1600000000
1,1,32,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,633000000
3,3,185,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,3750000000
1,2,34,HGB - Hak Guna Bangunan,Apartemen,Jakarta Timur,460000000
1,1,108,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,1850000000
3,4,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,3200000000
1,3,48,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,600000000
1,1,23,HGB - Hak Guna Bangunan,Apartemen,Depok,500000000
1,1,36,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,648000000
3,4,250,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,2650000000
1,1,21,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,550000000
2,2,80,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,950000000
2,3,99,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,2000000000
2,3,105,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,1700000000
1,2,40,SHM - Sertifikat Hak Milik,Apartemen,Depok,525000000
4,4,210,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,3750000000
1,2,90,HGB - Hak Guna Bangunan,Apartemen,Jakarta Utara,900000000
2,3,75,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,880000000
3,4,300,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,5850000000
2,3,73,SHM - Sertifikat Hak Milik,Rumah,Depok,1480000000
4,4,250,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,3700000000
1,1,57,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,900000000
1,1,30,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,630000000
3,3,121,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,2750000000
1,2,43,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,850000000
2,3,50,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,600000000
1,2,36,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,600000000
1,1,23,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,310000000
3,3,85,SHM - Sertifikat Hak Milik,Rumah,Depok,1600000000
2,2,65,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,950000000
1,2,73,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,1400000000
1,2,36,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,1900000000
3,3,600,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,5800000000
2,4,208,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,5000000000
2,4,150,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,3500000000
1,1,34,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,600000000
3,3,100,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1230000000
2,4,192,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,2500000000
3,3,120,SHM - Sertifikat Hak Milik,Rumah,Depok,1700000000
4,4,177,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,5650000000
1,1,35,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,600000000
2,3,133,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1590000000
1,2,58,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,1750000000
2,2,113,HGB - Hak Guna Bangunan,Apartemen,Jakarta Barat,2600000000
1,2,40,SHM - Sertifikat Hak Milik,Rumah,Depok,908000000
2,3,96,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,2100000000
1,1,34,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,900000000
2,2,109,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,2500000000
3,3,135,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,2350000000
1,1,26,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,550000000
2,3,95,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,1040000000
1,1,22,HP - Hak Pakai,Apartemen,Jakarta Timur,650000000
1,1,20,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,500000000
2,3,68,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,1300000000
3,3,154,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,4190000000
3,3,92,SHM - Sertifikat Hak Milik,Rumah,Depok,1270000000
1,2,42,HGB - Hak Guna Bangunan,Apartemen,Jakarta Utara,750000000
2,1,180,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2500000000
1,1,33,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,535000000
1,1,43,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,650000000
1,1,26,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,705000000
1,1,32,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,375000000
2,3,70,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1300000000
3,3,190,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,2800000000
3,3,120,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2300000000
1,1,22,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,650000000
2,3,76,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1290000000
1,1,21,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,335000000
1,1,54,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,600000000
2,2,74,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,1100000000
3,3,140,SHM - Sertifikat Hak Milik,Rumah,Depok,1700000000
1,2,36,HGB - Hak Guna Bangunan,Apartemen,Depok,590000000
1,2,40,SHM - Sertifikat Hak Milik,Apartemen,Depok,650000000
3,4,170,SHM - Sertifikat Hak Milik,Rumah,Depok,2300000000
1,1,21,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,450000000
4,4,300,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,4500000000
2,2,67,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,970000000
1,2,44,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,1250000000
2,3,70,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,820000000
